0,60405
1,998
2,557
3,456
4,457
5,772
6,617
7,471
8,717
9,382
10,462
11,427
12,376
13,396
14,392
15,461
16,452
17,421
18,462
19,472
20,452
21,396
22,462
23,437
24,447
25,477
26,441
27,431
28,396
29,401
30,401
31,466
32,391
33,381
34,366
35,391
36,361
37,376
38,391
39,401
40,426
41,376
42,416
43,421
44,346
45,422
46,381
47,391
48,457
49,361
50,401
51,466
52,386
53,381
54,386
55,401
56,396
57,386
58,422
59,396
60,381
61,356
62,421
63,387
64,377
65,456
66,387
67,421
68,426
69,416
70,441
71,477
72,442
73,431
74,431
75,426
76,361
77,416
78,386
79,426
80,351
81,366
82,371
83,427
84,396
85,406
86,451
87,406
88,377
89,371
90,401
91,431
92,401
93,456
94,402
95,416
96,441
97,402
98,432
99,391
100,466
101,477
102,447
103,366
104,436
105,447
106,392
107,411
108,416
109,401
110,472
111,491
112,426
113,412
114,477
115,476
116,452
117,437
118,397
119,482
120,487
121,416
122,396
123,366
124,437
125,416
126,396
127,372
128,13845
129,427
130,337
131,352
132,396
133,412
134,416
135,412
136,391
137,401
138,406
139,412
140,376
141,372
142,452
143,411
144,456
145,386
146,446
147,427
148,467
149,412
150,356
151,411
152,396
153,391
154,467
155,447
156,391
157,431
158,436
159,401
160,406
161,396
162,502
163,467
164,386
165,441
166,397
167,386
168,441
169,381
170,407
171,411
172,392
173,392
174,411
175,372
176,431
177,412
178,401
179,838
180,441
181,371
182,407
183,381
184,427
185,406
186,406
187,476
188,406
189,377
190,392
191,402
192,401
193,477
194,377
195,773
196,476
197,396
198,381
199,392
200,412
201,386
202,427
203,462
204,436
205,496
206,461
207,371
208,396
209,442
210,376
211,712
212,446
213,407
214,456
215,427
216,452
217,487
218,482
219,457
220,421
221,456
222,446
223,487
224,461
225,452
226,9988
227,366
228,381
229,432
230,396
231,391
232,376
233,396
234,442
235,406
236,392
237,436
238,396
239,427
240,401
241,432
242,401
243,356
244,381
245,417
246,401
247,442
248,406
249,432
250,401
251,392
252,422
253,381
254,407
255,387
256,12460
257,426
258,436
259,356
260,416
261,407
262,477
263,426
264,446
265,442
266,406
267,461
268,662
269,417
270,482
271,461
272,381
273,466
274,476
275,376
276,457
277,406
278,441
279,472
280,411
281,436
282,386
283,381
284,396
285,407
286,391
287,406
288,421
289,431
290,467
291,442
292,472
293,497
294,427
295,376
296,371
297,432
298,487
299,427
300,396
301,427
302,446
303,411
304,392
305,732
306,421
307,396
308,391
309,441
310,477
311,401
312,381
313,401
314,426
315,461
316,486
317,482
318,427
319,406
320,422
321,436
322,452
323,697
324,477
325,502
326,492
327,456
328,476
329,451
330,447
331,477
332,517
333,466
334,763
335,436
336,501
337,462
338,426
339,422
340,431
341,442
342,416
343,432
344,417
345,416
346,391
347,412
348,431
349,441
350,477
351,451
352,427
353,452
354,386
355,406
356,386
357,432
358,371
359,396
360,381
361,426
362,432
363,461
364,411
365,441
366,411
367,426
368,422
369,427
370,391
371,366
372,431
373,422
374,436
375,406
376,432
377,411
378,396
379,447
380,366
381,391
382,381
383,376
384,452
385,356
386,426
387,396
388,426
389,442
390,386
391,422
392,401
393,416
394,501
395,456
396,442
397,381
398,441
399,457
400,432
401,406
402,427
403,441
404,432
405,421
406,442
407,421
408,387
409,396
410,452
411,391
412,426
413,426
414,452
415,431
416,456
417,467
418,456
419,416
420,467
421,421
422,461
423,397
424,436
425,416
426,466
427,406
428,367
429,441
430,457
431,1379
432,286
433,301
434,291
435,276
436,291
437,286
438,281
439,276
440,412
441,361
442,296
443,286
444,296
445,286
446,296
447,286
448,295
449,286
450,296
451,286
452,296
453,291
454,301
455,291
456,306
457,291
458,291
459,291
460,291
461,291
462,291
463,291
464,291
465,291
466,291
467,291
468,291
469,286
470,291
471,285
472,291
473,286
474,291
475,286
476,291
477,291
478,291
479,291
480,291
481,291
482,291
483,291
484,291
485,291
486,291
487,291
488,291
489,291
490,291
491,291
492,291
493,286
494,290
495,406
496,285
497,276
498,286
499,281
500,281
501,286
502,281
503,280
504,281
505,276
506,286
507,281
508,281
509,281
510,286
511,436
512,31406
513,336
514,321
515,276
516,286
517,281
518,286
519,285
520,286
521,291
522,276
523,291
524,281
525,421
526,276
527,291
528,296
529,286
