op_nr,time
1347,5262
1348,4765
1349,4926
1350,4735
1351,5097
1352,5086
1353,5738
1354,4991
1355,10644
1356,5272
1357,4791
1358,8201
1359,5337
1360,9125
1361,4946
1362,5026
1363,5037
1364,5528
1365,4846
1366,5121
1367,5052
1368,5182
1369,5127
1370,5086
1371,5097
1372,7845
1373,5097
1374,5127
1375,5162
1376,5192
1377,8522
1378,5673
1379,10534
1380,14351
1381,7173
1382,14617
1383,14461
1384,19879
1385,19473
1386,13323
1387,9972
1388,4921
1389,14287
1390,9982
1391,7118
1392,14341
1393,10725
1394,24173
1395,14416
1396,8056
1397,20161
1398,20652
1399,14482
1400,14673
1401,10640
1402,15315
1403,8618
1404,14126
1405,14106
1406,15540
1407,14928
1408,25714
1409,7022
1410,7880
1411,18129
1412,14627
1413,8041
1414,6310
1415,14352
1416,8407
1417,23817
1418,17868
1419,14452
1420,8146
1421,14412
1422,20261
1423,14772
1424,8162
1425,14206
1426,14337
1427,14301
1428,28447
1429,7198
1430,5127
1431,14492
1432,14005
1433,5598
1434,14287
1435,6982
1436,11938
1437,7806
1438,14387
1439,12927
1440,24274
1441,15897
1442,15289
1443,10484
1444,16107
1445,24013
1446,14692
1447,8281
1448,13378
1449,16484
1450,6812
1451,14416
1452,14823
1453,7319
1454,13002
1455,9340
1456,15971
1457,21791
1458,21766
1459,14046
1460,15114
1461,11277
1462,18229
1463,20155
1464,14558
1465,6917
1466,4755
1467,14241
1468,8964
1469,7871
1470,7785
1471,8051
1472,6431
1473,5036
1474,7669
1475,8016
1476,15541
1477,11578
1478,8011
1479,17331
1480,8051
1481,7730
1482,7660
1483,7741
1484,8131
1485,6276
1486,7846
1487,9661
1488,7700
1489,8131
1490,7700
1491,10930
1492,6406
1493,7735
1494,7790
1495,9717
1496,12520
1497,7830
1498,6320
1499,4816
1500,7850
1501,7655
1502,6074
1503,4690
1504,5217
1505,11176
1506,7730
1507,12626
1508,6220
1509,7710
1510,7153
1511,7876
1512,7750
1513,12014
1514,6110
1515,7745
1516,7761
1517,7660
1518,7710
1519,10645
1520,8779
1521,7655
1522,8497
1523,13784
1524,14547
1525,10960
1526,8784
1527,11622
1528,14447
1529,12796
1530,30443
1531,10654
1532,13665
1533,8167
1534,6797
1535,8136
1536,8031
1537,19021
1538,14161
1539,13584
1540,5929
1541,14532
1542,7143
1543,14367
1544,8151
1545,8061
1546,8106
1547,27163
1548,9425
1549,9521
1550,8076
1551,14788
1552,10644
1553,9310
1554,10378
1555,10023
1556,6702
1557,14557
1558,14447
1559,14221
1560,6556
1561,25011
1562,24023
1563,18079
1564,27389
1565,22658
1566,24554
1567,17542
1568,5443
1569,14497
1570,14201
1571,14537
1572,14597
1573,8172
1574,14522
1575,8142
1576,14437
1577,14587
1578,14467
1579,12094
1580,5708
1581,21640
1582,8186
1583,6315
1584,8051
1585,16123
1586,12546
1587,15937
1588,14818
1589,14889
1590,12350
1591,17536
1592,19448
1593,22372
1594,21916
1595,10364
1596,14562
1597,22513
1598,32972
1599,26571
1600,16664
1601,6932
1602,18113
